iso,driver_code,pixel_count,area_ha,driver_label,dataset_name,dataset_version
KHM,7,3091,309100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KNA,1,80,8000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KNA,6,21,2100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KNA,7,14,1400.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KOR,1,1413,141300.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KOR,2,1291,129100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KOR,4,38326,3832600.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KOR,5,730,73000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KOR,6,16712,1671200.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KOR,7,145,14500.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LAO,1,62172,6217200.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LAO,2,3547,354700.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LAO,3,87659,8765900.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LAO,4,1972,197200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LAO,5,300,30000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LAO,6,1114,111400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LAO,7,1921,192100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBN,1,496,49600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBN,2,68,6800.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBN,4,444,44400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBN,5,484,48400.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBN,6,942,94200.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBR,1,14299,1429900.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBR,2,395,39500.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBR,3,37003,3700300.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBR,4,8994,899400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBR,5,43,4300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBR,6,558,55800.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBR,7,105,10500.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBY,1,639,63900.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBY,2,72,7200.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBY,4,1,100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBY,5,162,16200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LBY,6,115,11500.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LCA,1,161,16100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LCA,3,2,200.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LCA,6,131,13100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LCA,7,96,9600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LIE,4,19,1900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LIE,6,23,2300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LIE,7,6,600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LKA,1,31343,3134300.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LKA,2,313,31300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LKA,3,159,15900.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LKA,4,1059,105900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LKA,5,50,5000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LKA,6,2241,224100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LKA,7,575,57500.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LSO,1,180,18000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LSO,4,51,5100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LSO,5,43,4300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LSO,6,7,700.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LSO,7,3,300.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LTU,1,451,45100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LTU,2,88,8800.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LTU,4,51414,5141400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LTU,5,38,3800.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LTU,6,816,81600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LTU,7,101,10100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LUX,1,23,2300.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LUX,2,5,500.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LUX,4,2081,208100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LUX,6,131,13100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LVA,1,528,52800.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LVA,2,101,10100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LVA,4,78611,7861100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LVA,5,132,13200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LVA,6,798,79800.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
LVA,7,126,12600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAC,4,2,200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAC,6,5,500.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAF,1,6,600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAF,6,9,900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAF,7,1,100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAR,1,9020,902000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAR,2,186,18600.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAR,4,2252,225200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAR,5,4363,436300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAR,6,541,54100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MAR,7,57,5700.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MCO,5,2,200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MCO,6,8,800.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDA,1,635,63500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDA,2,12,1200.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDA,4,5462,546200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDA,5,55,5500.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDA,6,102,10200.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDA,7,72,7200.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDG,1,135400,13540000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDG,2,913,91300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDG,3,97719,9771900.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDG,4,5181,518100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDG,5,17899,1789900.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDG,6,629,62900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDG,7,7357,735700.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDV,6,5,500.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MDV,7,6,600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MEX,1,368670,36867000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MEX,2,5338,533800.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MEX,3,15645,1564500.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MEX,4,8860,886000.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MEX,5,41930,4193000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MEX,6,10204,1020400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MEX,7,18599,1859900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MKD,1,347,34700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MKD,2,176,17600.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MKD,4,5901,590100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MKD,5,1778,177800.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MKD,6,303,30300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MKD,7,196,19600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MLI,1,73199,7319900.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MLI,2,1019,101900.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MLI,3,36,3600.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MLI,4,9,900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MLI,5,10,1000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MLI,6,130,13000.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MLI,7,21,2100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MLT,1,1,100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MLT,6,3,300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MMR,1,125106,12510600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MMR,2,9108,910800.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MMR,3,179763,17976300.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MMR,4,5160,516000.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MMR,5,1200,120000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MMR,6,2177,217700.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MMR,7,8559,855900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNE,1,374,37400.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNE,2,155,15500.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNE,4,3349,334900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNE,5,1396,139600.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNE,6,533,53300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNE,7,283,28300.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNG,1,1540,154000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNG,2,663,66300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNG,4,5520,552000.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNG,5,45113,4511300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNG,6,30,3000.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MNG,7,5612,561200.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MOZ,1,349291,34929100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MOZ,2,784,78400.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MOZ,3,52027,5202700.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MOZ,4,1796,179600.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MOZ,5,5285,528500.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MOZ,6,4817,481700.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MOZ,7,5797,579700.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MRT,1,192,19200.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MRT,2,1,100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MRT,4,4,400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MRT,7,8,800.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MSR,1,12,1200.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MSR,2,1,100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MSR,6,6,600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MSR,7,29,2900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MUS,1,1098,109800.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MUS,3,33,3300.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MUS,4,22,2200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MUS,6,59,5900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MUS,7,31,3100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MWI,1,37130,3713000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MWI,2,40,4000.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MWI,3,2715,271500.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MWI,4,896,89600.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MWI,5,261,26100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MWI,6,563,56300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MWI,7,549,54900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MYS,1,117141,11714100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MYS,2,3658,365800.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MYS,3,9585,958500.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MYS,4,76549,7654900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MYS,5,1754,175400.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MYS,6,7875,787500.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
MYS,7,4898,489800.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NAM,1,8475,847500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NAM,2,61,6100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NAM,4,2,200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NAM,5,23,2300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NAM,6,44,4400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NAM,7,6,600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NCL,1,1283,128300.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NCL,2,275,27500.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NCL,3,5,500.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NCL,4,371,37100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NCL,5,2907,290700.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NCL,6,365,36500.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NCL,7,1383,138300.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NER,1,209,20900.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NER,7,49,4900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NGA,1,292797,29279700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NGA,2,1103,110300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NGA,3,5826,582600.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NGA,4,3893,389300.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NGA,5,74,7400.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NGA,6,15447,1544700.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NGA,7,3501,350100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NIC,1,74696,7469600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NIC,2,117,11700.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NIC,3,3498,349800.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NIC,4,681,68100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NIC,5,2252,225200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NIC,6,299,29900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NIC,7,4932,493200.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NLD,1,755,75500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NLD,2,122,12200.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NLD,4,7702,770200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NLD,5,29,2900.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NLD,6,2081,208100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NLD,7,64,6400.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NPL,1,14620,1462000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NPL,2,221,22100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NPL,3,326,32600.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NPL,4,3594,359400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NPL,5,2028,202800.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NPL,6,5493,549300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NPL,7,4362,436200.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NZL,1,35724,3572400.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NZL,2,563,56300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NZL,3,42,4200.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NZL,4,45138,4513800.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NZL,5,5492,549200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NZL,6,2231,223100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
NZL,7,10426,1042600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
OMN,1,15,1500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
OMN,6,4,400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAK,1,2661,266100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAK,2,33,3300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAK,4,1804,180400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAK,5,601,60100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAK,6,359,35900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAK,7,372,37200.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAN,1,31060,3106000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAN,2,131,13100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAN,3,6539,653900.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAN,4,530,53000.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAN,5,122,12200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAN,6,866,86600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PAN,7,1650,165000.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PER,1,99006,9900600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PER,2,3361,336100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PER,3,42686,4268600.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PER,4,35270,3527000.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PER,5,5009,500900.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PER,6,830,83000.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PER,7,48863,4886300.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PHL,1,113515,11351500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PHL,2,1064,106400.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PHL,3,42018,4201800.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PHL,4,8274,827400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PHL,5,531,53100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PHL,6,3859,385900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PHL,7,6094,609400.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PLW,1,18,1800.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PLW,2,1,100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PLW,3,33,3300.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PLW,4,90,9000.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PLW,6,17,1700.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PLW,7,76,7600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PNG,1,13008,1300800.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PNG,2,298,29800.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PNG,3,62083,6208300.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PNG,4,63212,6321200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PNG,5,9089,908900.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PNG,6,726,72600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PNG,7,43959,4395900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
POL,1,4045,404500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
POL,2,1170,117000.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
POL,4,180869,18086900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
POL,5,45,4500.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
POL,6,10746,1074600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
POL,7,265,26500.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRI,1,3066,306600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRI,2,35,3500.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRI,3,435,43500.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRI,4,102,10200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRI,5,19,1900.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRI,6,2349,234900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRI,7,817,81700.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRK,1,14249,1424900.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRK,2,980,98000.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRK,3,12,1200.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRK,4,29285,2928500.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRK,5,6413,641300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRK,6,620,62000.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRK,7,832,83200.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRT,1,8462,846200.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRT,2,373,37300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRT,4,41479,4147900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRT,5,21053,2105300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
PRT,6,2664,266400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
